Date,Open,High,Low,Close,Volume
9-Mar-15,111.44,112.28,109.56,110.64,10815710
6-Mar-15,109.04,112.80,107.48,112.12,15336669
5-Mar-15,108.00,109.72,107.28,107.52,7827214
4-Mar-15,110.64,113.04,108.56,108.88,9488326
3-Mar-15,107.80,111.92,107.32,109.12,11332704
2-Mar-15,109.88,110.32,106.68,106.80,9156170
27-Feb-15,110.92,111.96,108.72,110.48,9884885
26-Feb-15,112.00,114.28,109.60,111.12,11201310
25-Feb-15,111.92,113.60,107.32,112.40,11604880
24-Feb-15,116.08,116.28,111.08,111.84,9703718
23-Feb-15,117.28,118.12,116.04,116.56,6434647
20-Feb-15,122.72,123.52,115.20,116.20,10730728
19-Feb-15,124.44,124.64,120.20,120.48,7571552
18-Feb-15,125.56,125.88,122.52,123.24,7772654
17-Feb-15,124.88,125.96,123.16,124.20,6462356
13-Feb-15,124.76,127.16,123.20,123.88,10010761
12-Feb-15,130.24,130.88,124.80,125.40,9942945
11-Feb-15,133.92,135.84,132.92,133.24,8617682
10-Feb-15,134.64,137.28,131.88,132.60,8565954
9-Feb-15,139.68,140.88,137.28,137.88,8812802
6-Feb-15,130.04,140.12,129.16,137.20,13140873
5-Feb-15,135.04,135.20,130.72,131.64,7953335
4-Feb-15,134.64,137.44,130.80,136.60,13566682
3-Feb-15,137.12,138.52,132.48,132.96,11910944
2-Feb-15,142.64,149.40,139.44,139.60,17508611
30-Jan-15,138.28,148.28,135.48,147.48,17701925
29-Jan-15,138.68,143.60,133.12,134.00,16602572
28-Jan-15,124.72,139.96,124.70,138.68,16332158
27-Jan-15,128.80,130.08,124.24,128.00,12857960
26-Jan-15,127.20,129.76,122.52,122.52,8330008
23-Jan-15,126.88,128.96,123.32,128.40,11068647
22-Jan-15,130.00,135.04,124.96,125.20,13666517
21-Jan-15,142.12,143.92,133.52,133.80,14360620
20-Jan-15,137.44,145.16,137.20,140.48,12379110
16-Jan-15,144.88,147.80,140.04,141.88,14302402
15-Jan-15,138.84,145.12,136.88,144.52,15814918
14-Jan-15,144.32,145.72,139.76,140.48,16637478
13-Jan-15,130.96,141.44,129.16,137.56,14379079
12-Jan-15,129.04,137.28,128.44,133.96,11786178
9-Jan-15,121.76,128.96,121.64,127.92,14391668
8-Jan-15,126.56,127.01,122.52,123.08,10920175
7-Jan-15,131.88,134.84,129.68,131.52,13868236
6-Jan-15,132.16,140.80,130.44,135.80,19272692
5-Jan-15,127.40,134.92,126.84,132.84,14882476
2-Jan-15,121.88,131.28,120.44,123.96,15294520
31-Dec-14,116.24,128.28,115.72,126.04,10740301
30-Dec-14,115.72,117.44,114.20,116.80,6186995
29-Dec-14,115.04,115.52,113.08,114.04,5835796
26-Dec-14,113.16,114.92,112.40,114.36,5423518
24-Dec-14,112.80,114.12,112.56,113.24,2681463
23-Dec-14,113.20,116.48,113.16,114.04,6000353
22-Dec-14,116.48,117.32,113.84,113.96,7643189
19-Dec-14,120.20,122.04,117.92,119.60,12759700
18-Dec-14,118.52,124.24,118.08,120.68,11418046
17-Dec-14,140.32,140.52,124.00,124.36,21663766
16-Dec-14,135.36,138.64,124.52,138.52,22248767
15-Dec-14,129.16,137.48,125.76,132.20,24453910
12-Dec-14,134.04,136.44,127.40,135.56,23207197
11-Dec-14,119.68,128.76,114.60,128.55,19362536
10-Dec-14,111.84,121.48,111.40,121.32,16023316
9-Dec-14,114.04,116.00,108.84,109.76,11892093
8-Dec-14,105.00,109.64,103.32,108.20,9284771
5-Dec-14,104.44,105.30,102.56,104.40,7137502
4-Dec-14,107.32,109.32,105.08,106.16,6517713
3-Dec-14,106.48,107.32,105.60,106.08,5521868
2-Dec-14,114.08,114.12,107.68,107.88,7799272
1-Dec-14,111.76,115.24,111.36,114.28,9342276
28-Nov-14,107.12,109.92,106.40,109.60,4931521
26-Nov-14,108.56,108.76,106.36,106.80,4145122
25-Nov-14,108.72,110.04,108.12,108.48,5040940
24-Nov-14,110.56,111.20,109.12,109.24,5189468
21-Nov-14,110.48,112.60,110.40,111.68,8064928
20-Nov-14,117.16,117.48,113.32,113.92,5808444
19-Nov-14,113.84,116.20,113.24,115.12,6459964
18-Nov-14,113.64,113.72,110.92,112.40,6300007
17-Nov-14,115.64,116.44,113.16,114.40,5751579
14-Nov-14,114.92,117.04,114.20,114.64,6438821
13-Nov-14,113.40,117.52,111.96,114.28,8984879
12-Nov-14,114.36,114.56,111.84,113.12,6171111
11-Nov-14,111.04,113.92,110.52,111.60,5182470
10-Nov-14,115.48,115.84,110.80,111.56,7481756
7-Nov-14,117.56,119.00,115.86,116.12,7153505
6-Nov-14,120.08,122.36,117.28,117.80,7458177
5-Nov-14,120.12,123.16,120.04,120.96,6446935
4-Nov-14,124.24,127.64,122.12,122.48,8196614
3-Nov-14,121.12,124.68,120.52,123.24,6383127
31-Oct-14,120.56,123.32,120.40,121.28,8137173
30-Oct-14,126.72,128.64,122.00,124.56,11437262
29-Oct-14,122.36,127.80,121.68,124.08,16615336
28-Oct-14,128.76,128.92,121.92,122.00,9348218
27-Oct-14,134.68,137.16,130.04,130.68,11172110
24-Oct-14,133.92,141.32,131.64,132.68,16464216
23-Oct-14,133.40,136.28,130.16,133.92,18209894
22-Oct-14,130.80,142.88,129.16,142.08,23239010
21-Oct-14,137.12,138.24,131.12,131.96,14177809
20-Oct-14,155.20,156.04,142.16,142.40,15078524
17-Oct-14,150.12,157.68,147.60,154.32,23599924
16-Oct-14,177.04,178.40,157.44,161.32,31085680
15-Oct-14,166.32,177.00,156.72,157.64,39176098
14-Oct-14,153.96,161.76,146.00,155.72,31063762
13-Oct-14,140.96,158.64,138.56,158.24,26666723
10-Oct-14,129.64,143.56,126.96,143.40,26406413
9-Oct-14,119.68,129.32,118.88,128.84,21524738
8-Oct-14,129.68,130.80,117.72,118.20,16491525
7-Oct-14,123.36,129.20,123.00,129.08,13056595
6-Oct-14,115.88,121.08,114.68,120.32,9824216
3-Oct-14,121.96,122.72,117.24,118.48,11066900
2-Oct-14,128.16,131.80,123.92,126.24,16450471
1-Oct-14,124.68,130.68,124.48,127.56,17849856
30-Sep-14,123.72,125.72,121.28,124.72,11034676
29-Sep-14,123.84,125.24,120.20,123.24,11434198
26-Sep-14,120.52,121.20,116.08,117.48,11251460
25-Sep-14,114.16,123.20,114.12,121.28,17286481
24-Sep-14,116.24,117.36,112.88,113.16,7372122
23-Sep-14,115.56,116.96,113.40,116.92,10288427
22-Sep-14,110.20,113.64,110.04,112.64,9233224
19-Sep-14,107.76,110.44,107.24,108.92,8792614
18-Sep-14,109.72,110.28,108.72,108.80,5720943
17-Sep-14,111.00,112.00,108.16,110.52,13081403
16-Sep-14,118.68,118.76,111.20,111.52,9549207
15-Sep-14,114.96,118.12,114.96,117.44,8949522
12-Sep-14,112.36,116.32,112.08,114.48,10241353
11-Sep-14,114.28,114.80,111.80,112.00,5837140
10-Sep-14,113.16,115.36,111.68,112.28,7050907
9-Sep-14,110.68,113.72,110.56,112.92,7331026
8-Sep-14,110.12,111.40,109.56,110.04,5110440
5-Sep-14,111.48,113.36,109.52,109.80,7702881
4-Sep-14,111.04,113.36,109.52,112.04,6841686
3-Sep-14,111.28,113.20,111.28,111.80,5636211
2-Sep-14,112.24,114.12,111.88,113.12,5094073
29-Aug-14,111.92,113.68,111.60,112.44,5763036
28-Aug-14,114.64,114.92,112.12,113.08,6106378
27-Aug-14,110.88,112.36,110.36,111.32,4642138
26-Aug-14,109.72,111.04,109.40,110.52,4732875
25-Aug-14,109.44,110.56,108.96,109.60,5370946
22-Aug-14,110.96,113.16,110.12,110.80,9533926
21-Aug-14,111.08,112.60,110.76,111.24,7064347
20-Aug-14,111.68,113.16,110.40,110.84,10007418
19-Aug-14,109.80,110.84,109.52,110.00,6271445
18-Aug-14,111.96,112.72,111.20,111.20,8326184
15-Aug-14,113.04,121.96,112.44,115.52,18325698
14-Aug-14,117.80,118.36,115.16,115.52,7465768
13-Aug-14,123.48,124.32,118.84,119.56,9729600
12-Aug-14,126.96,128.24,124.64,126.60,9387949
11-Aug-14,130.20,130.84,124.08,127.40,9220154
8-Aug-14,138.48,140.48,132.44,132.84,14199696
7-Aug-14,132.12,141.00,131.17,138.48,17648318
6-Aug-14,137.56,137.88,130.20,135.64,14470398
5-Aug-14,128.72,137.12,127.28,135.16,19617506
4-Aug-14,131.00,132.68,123.26,126.18,13337300
1-Aug-14,127.08,134.92,122.40,132.04,21413990
31-Jul-14,120.00,127.60,119.44,126.16,17297215
30-Jul-14,113.16,116.80,113.04,116.32,9181130
29-Jul-14,114.04,115.48,112.52,114.48,7283470
28-Jul-14,114.72,117.84,114.04,114.60,6567986
25-Jul-14,113.92,115.94,113.64,115.32,6438426
24-Jul-14,111.76,113.76,111.64,111.96,5112778
23-Jul-14,111.04,113.32,110.84,112.72,6479360
22-Jul-14,111.28,112.64,110.28,111.76,5540972
21-Jul-14,112.60,116.48,112.20,114.04,8828646
18-Jul-14,114.92,115.80,110.58,111.56,11086828
17-Jul-14,110.52,122.16,109.00,119.72,19496636
16-Jul-14,108.48,111.08,108.08,109.08,8627476
15-Jul-14,108.92,113.76,108.64,111.80,7913324
14-Jul-14,110.56,110.64,108.80,109.92,4797904
11-Jul-14,114.20,115.12,112.76,113.20,5421418
10-Jul-14,116.56,116.80,112.68,114.32,8714306
9-Jul-14,111.20,112.00,109.80,110.60,8126796
8-Jul-14,111.64,115.16,111.64,112.76,8400608
7-Jul-14,109.48,111.28,109.24,111.08,5448692
3-Jul-14,108.24,109.08,107.80,108.68,4540942
2-Jul-14,111.04,111.16,109.08,110.20,5333881
1-Jul-14,113.16,113.76,110.16,111.37,7624464
30-Jun-14,115.20,115.73,113.00,114.40,5300239
27-Jun-14,117.64,117.96,115.20,115.44,6436822
26-Jun-14,114.80,119.44,114.80,116.44,8080552
25-Jun-14,121.60,121.64,114.92,115.00,8192344
24-Jun-14,116.40,120.52,114.68,119.44,8738913
23-Jun-14,117.60,118.88,114.96,115.32,5741265
20-Jun-14,116.24,118.32,115.32,118.24,5840200
19-Jun-14,115.28,117.61,114.36,116.68,7255866
18-Jun-14,122.24,122.44,115.88,116.08,9081504
17-Jun-14,126.60,127.32,122.36,122.68,6693043
16-Jun-14,127.84,129.32,125.64,127.08,5222027
13-Jun-14,128.44,130.68,125.92,127.28,7816351
12-Jun-14,124.32,131.68,123.80,129.48,8667571
11-Jun-14,123.00,125.24,122.04,123.56,5564953
10-Jun-14,123.56,124.28,120.68,120.84,4143607
9-Jun-14,120.72,123.32,119.60,122.96,6540170
6-Jun-14,124.64,124.84,121.24,121.40,9056686
5-Jun-14,131.00,132.08,127.28,127.80,8819820
4-Jun-14,134.60,134.96,131.72,132.60,5019898
3-Jun-14,134.32,135.00,133.40,133.99,3331614
2-Jun-14,134.24,135.60,133.28,133.52,3225247
30-May-14,134.56,135.16,134.08,134.08,4185822
29-May-14,134.32,135.48,133.64,134.56,4775566
28-May-14,135.40,137.16,134.60,135.12,5070316
27-May-14,137.20,137.80,135.28,135.48,4867819
23-May-14,140.88,140.92,139.28,139.80,3776499
22-May-14,141.04,141.76,139.64,140.96,3945444
21-May-14,141.88,142.32,140.32,140.88,7112408
20-May-14,144.00,146.08,142.28,143.16,8396380
19-May-14,146.84,147.12,144.24,144.44,4278320
16-May-14,148.48,150.24,146.16,146.20,6812510
15-May-14,149.00,153.08,148.40,149.68,10842135
14-May-14,149.24,150.08,146.68,148.12,5926534
13-May-14,148.16,149.12,147.28,148.96,5171361
12-May-14,151.24,151.76,148.08,148.52,5804084
9-May-14,155.88,158.00,152.96,153.08,5671600
8-May-14,155.96,157.50,152.92,156.48,7688812
7-May-14,158.72,161.40,156.04,156.19,6997825
6-May-14,159.00,160.00,157.24,159.30,6531073
5-May-14,162.44,163.40,158.20,158.24,5548010
2-May-14,159.72,161.84,158.92,160.00,6401504
1-May-14,161.40,161.96,159.44,160.84,5321133
30-Apr-14,161.56,162.40,159.84,161.00,7188046
29-Apr-14,162.88,163.65,160.60,160.80,6468355
28-Apr-14,166.00,169.24,163.44,163.80,9651615
25-Apr-14,167.28,170.39,166.84,167.32,7702790
24-Apr-14,163.08,167.08,162.88,166.20,7399379
23-Apr-14,163.96,165.16,163.28,164.00,5110132
22-Apr-14,164.12,164.88,162.28,163.56,5766754
21-Apr-14,166.68,166.92,163.40,163.76,5418192
17-Apr-14,169.96,170.88,166.48,166.84,7894456
16-Apr-14,172.16,174.84,169.12,169.40,9255033
15-Apr-14,176.48,185.40,174.44,175.68,14174555
14-Apr-14,175.80,183.48,175.04,177.52,10688042
11-Apr-14,175.88,181.44,173.32,179.00,14078537
10-Apr-14,164.16,174.40,163.84,173.76,11918844
9-Apr-14,166.08,168.28,163.60,163.92,6072309
8-Apr-14,170.44,173.44,168.00,168.08,8144672
7-Apr-14,169.00,173.65,167.76,171.20,10580411
4-Apr-14,161.16,169.44,161.00,167.36,12167422
3-Apr-14,164.08,166.16,163.72,163.96,5236362
2-Apr-14,163.32,165.76,162.88,164.16,5178198
1-Apr-14,168.12,168.24,162.92,162.96,7001879
31-Mar-14,172.48,172.60,168.44,168.60,7079856
28-Mar-14,174.72,176.64,173.24,174.20,8363255
27-Mar-14,178.12,180.19,175.99,176.28,10804066
26-Mar-14,173.44,178.44,173.20,178.44,9150554
25-Mar-14,175.20,178.36,174.68,175.24,7829992
24-Mar-14,176.44,181.92,175.44,177.48,8593579
21-Mar-14,173.52,177.96,173.00,177.12,8287553
20-Mar-14,178.08,179.36,174.96,175.92,6500950
19-Mar-14,174.00,183.00,171.96,177.00,11295998
18-Mar-14,176.48,177.64,173.24,173.60,9170560
17-Mar-14,184.12,184.32,179.72,180.72,8716932
14-Mar-14,188.08,192.68,184.56,189.60,14316804
13-Mar-14,174.80,187.08,174.48,184.40,15296790
12-Mar-14,180.96,182.28,176.28,177.24,8091742
11-Mar-14,174.52,178.44,172.28,177.32,8102795
10-Mar-14,176.96,180.60,174.32,174.88,7040403
7-Mar-14,170.64,177.36,170.40,175.60,8729998
6-Mar-14,172.16,174.28,171.00,171.88,5617890
5-Mar-14,172.88,175.52,171.52,172.80,5530386
4-Mar-14,174.88,175.60,172.32,172.96,9900050
3-Mar-14,185.80,189.44,180.76,185.12,13124921
28-Feb-14,172.56,178.72,169.36,175.48,9610646
27-Feb-14,175.68,176.52,171.64,172.40,5972033
26-Feb-14,170.40,175.56,169.36,172.80,8126690
25-Feb-14,170.32,174.28,168.80,170.76,7474160
24-Feb-14,171.20,171.72,168.00,170.80,6746410
21-Feb-14,168.28,172.88,167.00,172.04,9043191
20-Feb-14,174.88,178.20,169.48,170.16,10886796
19-Feb-14,167.68,177.88,166.00,176.68,12583436
18-Feb-14,166.36,170.20,165.32,165.72,6929058
14-Feb-14,169.92,170.96,166.34,167.80,6921115
13-Feb-14,176.82,176.84,170.16,170.36,8026592
12-Feb-14,172.80,176.40,171.32,171.60,9053296
11-Feb-14,179.08,180.76,173.32,175.24,10217642
10-Feb-14,181.36,183.96,178.60,182.12,7939456
7-Feb-14,188.80,189.60,178.24,181.84,10142157
6-Feb-14,212.76,212.84,193.36,194.04,11768656
5-Feb-14,211.72,220.88,209.76,215.48,12445704
4-Feb-14,208.52,212.04,204.48,207.32,13273724
3-Feb-14,200.08,214.08,197.24,212.08,19779395
31-Jan-14,200.40,200.64,189.92,198.04,17690870
30-Jan-14,180.12,184.88,177.60,182.64,9927058
29-Jan-14,182.88,188.68,177.56,185.80,18956604
28-Jan-14,181.72,182.72,172.32,174.20,9684350
27-Jan-14,178.60,193.60,175.28,181.56,19163586
24-Jan-14,168.88,181.88,168.40,178.76,16281230
23-Jan-14,161.80,168.12,161.48,164.36,8883711
22-Jan-14,160.60,161.60,159.40,159.88,4749046
21-Jan-14,162.88,165.40,162.12,162.32,4960837
17-Jan-14,164.60,165.40,162.28,164.52,5631858
16-Jan-14,163.60,165.96,163.04,163.92,3730334
15-Jan-14,162.20,165.16,160.00,163.24,5024598
14-Jan-14,167.36,167.40,162.16,162.48,11827329
13-Jan-14,163.96,172.00,161.08,169.24,10456435
10-Jan-14,166.00,169.12,163.04,163.36,5953742
9-Jan-14,166.68,168.40,166.00,167.32,4110015
8-Jan-14,167.56,168.48,166.00,167.08,4038901
7-Jan-14,168.92,169.20,166.24,166.88,4964156
6-Jan-14,169.92,172.40,168.56,170.92,6638945
3-Jan-14,172.48,174.60,170.36,172.64,4750757
2-Jan-14,172.88,175.00,172.32,173.76,7686706
31-Dec-13,168.44,173.08,168.28,170.20,5551068
30-Dec-13,168.64,171.36,167.68,170.28,3536313
27-Dec-13,165.12,169.08,164.80,168.00,5640396
26-Dec-13,165.00,165.99,164.64,165.84,4831814
24-Dec-13,169.52,170.72,168.08,168.64,3441733
23-Dec-13,176.20,176.88,171.64,172.16,4466080
20-Dec-13,176.12,178.92,174.75,178.48,6671120
19-Dec-13,176.92,178.24,175.12,177.32,6249008
18-Dec-13,187.16,190.28,175.32,175.52,11485789
17-Dec-13,192.20,194.68,187.56,189.00,7317861
16-Dec-13,187.52,190.92,186.68,189.80,4928388
13-Dec-13,188.92,191.16,187.94,189.56,5334451
12-Dec-13,187.60,193.04,186.16,189.24,7628189
11-Dec-13,179.32,189.20,179.16,188.44,7340505
10-Dec-13,180.20,180.96,178.80,180.00,5653415
9-Dec-13,179.00,180.68,178.04,179.04,5512173
6-Dec-13,182.84,183.32,179.24,180.52,7073646
5-Dec-13,184.56,188.96,184.20,186.84,5056312
4-Dec-13,191.48,194.12,185.48,185.96,8062613
3-Dec-13,186.68,192.36,185.00,187.40,7363342
2-Dec-13,180.88,184.48,180.84,183.20,4177908
29-Nov-13,178.76,181.84,178.60,181.56,2376891
27-Nov-13,178.40,180.12,178.21,179.36,3336697
26-Nov-13,178.24,179.86,177.04,179.36,4499716
25-Nov-13,175.96,179.24,175.92,178.36,3911164
22-Nov-13,179.40,180.36,177.68,177.80,5042422
21-Nov-13,184.52,184.84,178.92,180.48,8893352
20-Nov-13,192.32,192.76,183.60,186.60,10906314
19-Nov-13,187.24,192.68,186.28,190.44,6003684
18-Nov-13,185.28,189.08,183.48,188.12,5161898
15-Nov-13,189.32,189.68,188.00,188.12,3643111
14-Nov-13,192.36,193.12,190.16,190.56,3798583
13-Nov-13,196.16,196.48,192.16,192.60,3806302
12-Nov-13,194.28,195.52,192.52,193.36,4523036
11-Nov-13,194.76,195.88,193.80,194.08,3263745
8-Nov-13,200.60,201.28,194.36,194.48,5567056
